source_url,canonical_url,title,meta_description,extracted_text,text_snippet
https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/solutions/products/product-catalog/view/java-8-new/,https://www.shl.com/solutions/products/product-catalog/view/java-8-new/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/products/product-catalog/view/interpersonal-communications/,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1/,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-sift-out-7-1/,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-sift-out-7-1/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-solution/,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-solution/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/solutions/products/product-catalog/view/sales-representative-solution/,https://www.shl.com/solutions/products/product-catalog/view/sales-representative-solution/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/solutions/products/product-catalog/view/technical-sales-associate-solution/,https://www.shl.com/solutions/products/product-catalog/view/technical-sales-associate-solution/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,ERROR: The request could not be satisfied,,"ERROR: The request could not be satisfied

The request could not be satisfied.","ERROR: The request could not be satisfied

The request could not be satisfied."
